,Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,US,ROW
18,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906
19,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013
20,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113
21,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118
22,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371
23,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523
24,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666
25,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770
26,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868
27,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
28,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122
29,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247
30,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251
31,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458
32,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469
33,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629
34,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2708
35,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770
36,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2814
37,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872
38,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2940
39,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2995
40,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3079
41,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3153
42,2020-03-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3243
43,2020-03-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3336
44,2020-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3446
45,2020-03-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3541
46,2020-03-08,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3782
47,2020-03-09,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3974
48,2020-03-10,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4234
49,2020-03-11,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,4579
50,2020-03-12,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,4680
51,2020-03-13,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,5357
52,2020-03-14,0,0,0,0,5,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37,0,0,0,0,5765
53,2020-03-15,0,0,0,0,6,1,0,0,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,40,0,0,0,0,6377
54,2020-03-16,0,0,0,0,7,1,0,0,5,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,0,0,0,1,0,0,1,1,0,0,0,0,1,48,0,0,0,0,7041
55,2020-03-17,0,0,0,0,12,2,0,0,6,1,0,0,1,2,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,3,0,13,0,0,0,0,1,0,0,1,1,0,1,0,0,2,55,0,0,0,0,7797
56,2020-03-18,0,0,0,0,13,2,0,0,7,3,0,0,1,2,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,3,0,16,0,0,0,0,2,0,0,1,1,0,3,0,0,2,55,0,0,0,0,8615
57,2020-03-19,0,0,0,0,18,4,2,0,9,10,0,0,4,2,0,1,2,10,0,1,0,3,0,1,1,0,0,1,0,9,0,34,0,0,0,1,3,1,0,1,1,0,5,0,0,2,74,0,0,0,0,9667
58,2020-03-20,0,0,0,0,23,4,3,0,10,13,0,0,5,2,0,1,2,14,0,1,1,3,0,1,2,0,0,1,0,11,0,42,0,0,2,1,3,1,0,1,1,0,5,0,2,2,83,0,3,0,1,11055
59,2020-03-21,0,0,1,0,24,4,4,0,13,14,0,0,6,4,0,2,3,16,0,2,1,5,1,1,3,0,0,2,0,16,0,60,0,0,3,1,5,2,0,3,1,1,5,0,2,2,94,0,4,0,2,12666
60,2020-03-22,0,0,2,0,30,6,8,0,13,25,0,0,9,6,0,2,3,20,0,3,5,9,1,1,3,0,0,2,0,20,0,117,0,0,3,2,5,4,0,3,1,2,7,1,2,6,97,0,4,0,5,14196
61,2020-03-23,0,0,2,0,39,7,10,0,18,25,0,0,12,7,0,2,4,35,0,3,9,15,1,1,4,0,0,4,1,27,0,158,0,0,6,2,5,6,0,5,1,2,9,1,5,6,109,0,5,0,6,15945
62,2020-03-24,0,0,5,2,50,8,12,0,18,32,1,0,16,12,0,2,4,46,0,4,11,24,1,1,7,0,0,4,1,44,0,210,0,0,8,3,8,8,0,5,1,2,12,1,7,9,116,0,5,0,6,17909
63,2020-03-25,1,1,6,2,65,16,19,0,23,40,0,0,19,14,1,3,5,65,0,4,15,43,1,3,8,0,0,6,1,62,1,285,2,0,11,5,10,15,0,7,1,3,15,1,8,9,133,0,7,0,6,20239
64,2020-03-26,1,1,8,2,81,19,21,1,29,48,0,3,26,17,1,3,5,83,0,4,25,61,2,6,9,0,0,10,1,81,1,385,3,0,15,7,11,18,0,9,1,3,21,1,9,10,150,0,10,0,7,22761
65,2020-03-27,4,1,13,3,94,27,27,2,35,64,0,3,34,25,3,4,7,119,1,5,35,92,4,8,9,1,0,10,1,108,1,527,4,1,19,8,12,22,0,13,1,6,26,1,10,10,157,0,14,0,10,25617
66,2020-03-28,4,2,15,5,110,31,33,5,54,69,0,4,47,31,3,4,9,137,1,5,44,111,5,13,10,1,2,10,2,140,1,728,5,1,25,15,13,34,2,15,1,7,30,1,12,13,188,0,17,0,11,28626
67,2020-03-29,10,2,17,6,124,47,34,6,56,80,0,5,66,32,4,7,9,151,3,10,48,132,9,14,13,1,2,15,2,161,2,965,7,1,29,16,13,41,3,16,1,8,37,2,12,20,198,0,18,0,12,31458
68,2020-03-30,10,3,20,7,146,47,36,6,63,87,0,6,73,35,6,8,11,185,3,15,56,184,10,16,13,5,2,15,3,198,2,1218,7,2,40,16,16,50,4,18,1,14,45,4,12,15,205,1,20,0,19,34604
69,2020-03-31,23,3,24,8,173,69,69,10,85,111,0,8,99,49,7,9,11,239,5,18,89,259,12,20,15,5,3,26,3,267,4,1550,12,3,55,23,18,63,8,22,1,23,54,5,13,27,225,1,25,0,22,38234
70,2020-04-01,27,3,29,10,199,69,85,11,87,139,1,9,141,65,9,10,18,273,5,31,122,335,17,22,18,6,4,31,3,355,5,1941,14,3,65,30,19,74,10,26,2,24,66,5,16,34,234,1,27,0,27,42052
71,2020-04-02,32,3,32,12,238,80,112,12,164,163,1,9,163,78,11,12,31,310,7,36,154,417,18,26,22,6,5,38,3,537,6,2373,21,3,81,34,21,90,12,31,2,36,77,7,17,41,271,2,38,0,31,47057
72,2020-04-03,38,3,41,12,265,97,131,14,170,184,3,9,210,102,11,18,34,370,9,43,192,479,22,29,25,5,6,43,5,646,10,2935,27,3,91,38,22,102,14,34,2,41,100,7,17,46,291,2,51,0,38,51700
73,2020-04-04,44,5,52,14,289,111,165,14,195,201,3,10,244,116,14,21,40,409,10,54,216,540,24,35,33,6,6,46,7,846,10,3565,34,3,102,42,22,136,17,40,2,50,116,8,20,52,315,2,54,0,47,56199
74,2020-04-05,45,6,64,16,348,140,189,14,221,211,4,10,274,127,18,22,45,477,10,67,231,617,29,43,44,6,8,46,9,917,12,4159,38,3,119,46,27,151,25,44,2,53,136,8,22,52,336,3,74,0,51,59755
75,2020-04-06,49,6,65,16,380,150,206,15,236,229,5,10,307,143,25,25,45,512,10,91,260,727,30,51,47,6,9,46,9,1003,12,4698,45,3,142,51,27,179,27,48,4,65,150,13,23,66,381,4,78,0,54,63782
76,2020-04-07,64,6,73,18,432,179,277,16,283,329,5,13,308,173,25,29,65,582,12,103,356,845,34,60,65,6,10,72,9,1232,13,5489,53,4,167,67,29,247,30,51,6,72,160,13,23,66,400,4,92,0,55,69143
77,2020-04-08,66,7,80,18,495,193,326,19,309,362,5,15,462,203,27,34,65,652,14,124,433,959,39,67,86,6,12,72,13,1504,13,6268,66,4,193,79,33,318,35,51,6,80,189,13,23,66,426,4,100,0,61,73643
78,2020-04-09,70,7,89,21,544,193,380,23,354,379,6,18,462,245,29,42,73,702,16,138,503,1076,50,76,93,6,14,81,21,1709,16,7067,76,5,213,80,44,345,43,67,6,94,210,13,23,109,456,5,111,0,75,78977
79,2020-04-10,80,7,97,21,583,226,448,32,390,416,6,24,597,300,31,42,90,755,17,171,599,1276,57,82,99,6,15,90,21,1932,17,7867,83,6,231,88,44,418,43,72,6,98,238,17,24,121,483,5,128,0,87,83939
80,2020-04-11,92,8,108,25,604,250,494,33,438,429,8,25,677,330,34,55,90,806,19,206,686,1384,64,93,116,6,17,102,22,2183,19,8627,89,7,247,94,48,503,56,80,6,106,266,18,25,130,495,5,137,0,100,88040
81,2020-04-12,93,8,115,27,640,289,554,35,461,433,9,27,720,343,41,56,97,840,19,236,756,1479,70,96,118,6,17,112,23,2350,26,9385,89,7,253,96,52,557,63,82,6,106,283,18,27,141,506,6,144,0,102,92070
82,2020-04-13,99,8,122,29,714,306,602,41,499,465,9,27,798,350,41,62,113,884,19,262,844,1602,70,98,123,7,17,114,23,2443,26,10058,94,8,274,99,53,589,63,82,6,109,305,13,28,149,513,8,154,1,105,95954
83,2020-04-14,114,9,131,32,767,327,671,43,571,525,9,33,868,387,49,69,106,1013,20,302,844,1768,79,111,149,7,20,126,25,2805,31,10842,112,8,324,108,55,691,80,97,6,124,342,18,29,154,530,9,170,1,120,100153
84,2020-04-15,118,9,142,33,860,328,868,46,596,552,9,39,949,436,53,71,115,1103,24,311,1108,1921,87,122,153,7,20,131,32,3156,36,11617,130,9,362,123,58,779,80,106,6,124,375,20,29,195,552,10,183,1,131,105852
85,2020-04-16,133,9,150,37,956,355,971,55,668,587,9,41,1072,477,60,80,129,1156,27,319,1108,1996,87,129,169,7,21,137,32,3518,36,14832,150,9,407,131,64,841,87,111,7,136,414,20,33,208,579,12,197,2,145,110885
86,2020-04-17,148,9,169,37,1037,372,1036,61,725,650,9,41,1132,522,64,82,137,1213,29,334,1245,2227,111,140,184,8,24,142,37,3840,44,17131,177,9,418,136,70,921,118,116,7,141,451,23,35,231,603,16,206,2,153,117049
87,2020-04-18,153,9,180,38,1140,389,1086,67,748,673,9,43,1259,545,74,85,144,1267,32,421,1404,2308,121,152,197,10,24,151,38,4070,53,17671,187,9,451,136,72,1042,137,119,7,142,476,25,38,258,613,16,212,2,161,120846
88,2020-04-19,157,9,184,39,1177,420,1127,67,774,687,10,44,1290,562,75,93,146,1296,34,461,1706,2391,134,159,199,10,28,158,38,4362,55,18298,200,9,471,140,74,1276,150,120,7,148,490,27,38,277,636,18,220,2,168,124383
89,2020-04-20,163,9,191,41,1225,420,1331,72,822,775,10,45,1349,577,79,102,154,1328,35,582,1706,2468,143,169,200,10,33,159,42,4496,58,18611,218,9,509,143,75,1348,155,123,7,152,507,28,38,300,643,24,230,2,178,127892
90,2020-04-21,183,9,208,42,1282,483,1423,82,867,798,10,48,1468,635,83,109,171,1405,36,652,1961,2575,160,183,224,12,33,163,42,4753,58,19104,245,13,557,164,78,1614,171,124,8,157,533,32,40,324,664,26,244,2,587,132139
